year,country,co2_pp,hdi,co2_pp_area,region
1996,Poland,9.24,0.746,3.039736831,European Community
1996,Portugal,4.96,0.766,2.227105745,European Community
1996,Qatar,61.8,0.796,7.861297603,Middle East and N Africa
1996,Romania,5.5,0.694,2.34520788,European Community
1996,Russia,10.9,0.701,3.301514804,Eastern Europe
1996,Rwanda,0.0785,0.259,0.280178515,Sub-Saharan Africa
1996,Samoa,0.728,0.626,0.85322916,Asia and Oceania
1996,Sao Tome and Principe,0.37,0.476,0.608276253,Western Europe exc EC
1996,Saudi Arabia,13.5,0.727,3.674234614,Middle East and N Africa
1996,Senegal,0.417,0.373,0.645755372,Sub-Saharan Africa
1996,Serbia,4.62,0.697,2.149418526,Eastern Europe
1996,Seychelles,3.02,,1.73781472,Sub-Saharan Africa
1996,Sierra Leone,0.11,0.275,0.331662479,Sub-Saharan Africa
1996,Singapore,13.9,0.783,3.728270376,Asia and Oceania
1996,Slovak Republic,7.67,0.754,2.769476485,Eastern Europe
1996,Slovenia,7.52,0.788,2.74226184,European Community
1996,Solomon Islands,0.387,,0.622093241,Asia and Oceania
1996,South Africa,8.49,0.651,2.913760457,Sub-Saharan Africa
1996,South Korea,8.82,0.792,2.969848481,Asia and Oceania
1996,South Sudan,,,0,Middle East and N Africa
1996,Spain,5.83,0.806,2.414539294,European Community
1996,Sri Lanka,0.384,0.655,0.619677335,Asia and Oceania
1996,St. Kitts and Nevis,3.04,,1.743559577,Latin America and Caribbean
1996,St. Lucia,2.19,,1.479864859,Latin America and Caribbean
1996,St. Vincent and the Grenadines,1.22,,1.104536102,Latin America and Caribbean
1996,Sudan,0.179,0.373,0.423083916,Middle East and N Africa
1996,Suriname,4.64,,2.154065923,Latin America and Caribbean
1996,Swaziland,0.347,0.539,0.589067059,Sub-Saharan Africa
1996,Sweden,6.31,0.859,2.511971337,European Community
1996,Switzerland,5.65,0.853,2.376972865,Western Europe exc EC
1996,Syria,2.9,0.581,1.702938637,Middle East and N Africa
1996,Tajikistan,0.483,0.522,0.694982014,Eastern Europe
1996,Tanzania,0.112,0.369,0.334664011,Sub-Saharan Africa
1996,Thailand,3,0.619,1.732050808,Asia and Oceania
1996,Timor-Leste,,,0,Asia and Oceania
1996,Togo,0.241,0.417,0.490917508,Sub-Saharan Africa
1996,Tonga,0.799,0.671,0.893867999,Asia and Oceania
1996,Trinidad and Tobago,16.4,0.688,4.049691346,Latin America and Caribbean
1996,Tunisia,1.81,0.617,1.345362405,European Community
1996,Turkey,3.17,0.613,1.780449381,Western Europe exc EC
1996,Turkmenistan,7.15,,2.673948391,Eastern Europe
1996,Uganda,0.05,0.336,0.223606798,Sub-Saharan Africa
1996,Ukraine,8.15,0.661,2.854820485,Eastern Europe
1996,United Arab Emirates,16,0.771,4,Middle East and N Africa
1996,United Kingdom,9.48,0.843,3.078960864,European Community
1996,United States,19.5,0.878,4.415880433,North America
1996,Uruguay,1.68,0.717,1.29614814,Latin America and Caribbean
1996,Uzbekistan,4.56,,2.13541565,Eastern Europe
1996,Vanuatu,0.491,,0.700713922,Asia and Oceania
1996,Venezuela,5.42,0.66,2.328089345,Latin America and Caribbean
1996,Vietnam,0.454,0.542,0.673795221,Asia and Oceania
1996,Yemen,0.669,0.424,0.817924202,Middle East and N Africa
1996,Zambia,0.199,0.408,0.44609416,Sub-Saharan Africa
1996,Zimbabwe,1.3,0.46,1.140175425,Sub-Saharan Africa
1997,Afghanistan,0.0597,0.332,0.244335834,Asia and Oceania
1997,Albania,0.499,0.636,0.70639932,Eastern Europe
1997,Algeria,2.92,0.617,1.708800749,Middle East and N Africa
1997,Andorra,7.24,,2.690724809,Western Europe exc EC
1997,Angola,0.489,,0.699285349,Sub-Saharan Africa
1997,Antigua and Barbuda,3.96,,1.989974874,Asia and Oceania
1997,Argentina,3.85,0.746,1.962141687,Latin America and Caribbean
1997,Armenia,1.03,0.618,1.014889157,Eastern Europe
1997,Australia,16.6,0.891,4.074309757,Asia and Oceania
1997,Austria,7.8,0.823,2.792848009,European Community
1997,Azerbaijan,3.76,0.615,1.939071943,Eastern Europe
1997,Bahamas,4.75,,2.179449472,Latin America and Caribbean
1997,Bahrain,29.1,0.779,5.394441584,Middle East and N Africa
1997,Bangladesh,0.202,0.441,0.449444101,Asia and Oceania
1997,Barbados,3.38,0.738,1.838477631,Latin America and Caribbean
1997,Belarus,5.91,0.666,2.431049156,Eastern Europe
1997,Belgium,11.3,0.861,3.361547263,European Community
1997,Belize,1.75,0.661,1.322875656,Latin America and Caribbean
1997,Benin,0.194,0.38,0.440454311,Sub-Saharan Africa
1997,Bhutan,0.742,,0.861394219,Asia and Oceania
1997,Bolivia,1.39,0.579,1.178982612,Latin America and Caribbean
1997,Bosnia and Herzegovina,2.24,,1.496662955,Eastern Europe
1997,Botswana,1.71,0.572,1.307669683,Sub-Saharan Africa
1997,Brazil,1.79,0.664,1.337908816,Latin America and Caribbean
1997,Brunei,16.2,0.81,4.024922359,Asia and Oceania
1997,Bulgaria,6.29,0.704,2.507987241,European Community
1997,Burkina Faso,0.0756,,0.274954542,Sub-Saharan Africa
1997,Burundi,0.0408,0.264,0.201990099,Sub-Saharan Africa
1997,Cambodia,0.136,0.397,0.368781778,Asia and Oceania
1997,Cameroon,0.227,0.434,0.47644517,Sub-Saharan Africa
1997,Canada,16.6,0.862,4.074309757,North America
1997,Cape Verde,0.359,,0.599166087,Sub-Saharan Africa
1997,Central African Republic,0.0698,0.307,0.264196896,Sub-Saharan Africa
1997,Chad,0.0191,,0.13820275,Sub-Saharan Africa
1997,Chile,3.84,0.742,1.959591794,Latin America and Caribbean
1997,China,2.76,0.565,1.661324773,Asia and Oceania
1997,Colombia,1.68,0.643,1.29614814,Latin America and Caribbean
1997,Comoros,0.161,,0.401248053,Asia and Oceania
1997,"Congo, Dem. Rep.",0.0433,0.333,0.20808652,Sub-Saharan Africa
1997,"Congo, Rep.",0.791,0.493,0.889381808,Sub-Saharan Africa
1997,Costa Rica,1.35,0.693,1.161895004,Latin America and Caribbean
1997,Cote d'Ivoire,0.49,0.392,0.7,Sub-Saharan Africa
1997,Croatia,4.17,0.719,2.042057786,European Community
1997,Cuba,2.24,0.669,1.496662955,Latin America and Caribbean
1997,Cyprus,6.58,0.791,2.565151068,European Community
1997,Czech Republic,12.3,0.802,3.507135583,European Community
1997,Denmark,11.7,0.842,3.420526275,European Community
1997,Djibouti,0.494,0.356,0.702851336,Sub-Saharan Africa
1997,Dominica,1.14,,1.067707825,Latin America and Caribbean
1997,Dominican Republic,2.21,0.64,1.486606875,Latin America and Caribbean
1997,Ecuador,1.54,0.668,1.240967365,Latin America and Caribbean
1997,Egypt,1.64,0.592,1.280624847,Middle East and N Africa
1997,El Salvador,0.956,0.595,0.977752525,Latin America and Caribbean
1997,Equatorial Guinea,0.532,,0.729383301,Sub-Saharan Africa
1997,Eritrea,0.274,,0.523450093,Sub-Saharan Africa
1997,Estonia,12.8,0.746,3.577708764,European Community
1997,Ethiopia,0.05,,0.223606798,Sub-Saharan Africa
1997,Fiji,0.999,0.675,0.999499875,Asia and Oceania
1997,Finland,11.6,0.83,3.405877273,European Community
1997,France,5.98,0.834,2.445403852,European Community
1997,Gabon,4.2,0.638,2.049390153,Sub-Saharan Africa
1997,Gambia,0.176,0.363,0.419523539,Sub-Saharan Africa
1997,Georgia,0.909,,0.953414915,Eastern Europe
1997,Germany,10.6,0.845,3.255764119,European Community
1997,Ghana,0.362,0.476,0.601664358,Sub-Saharan Africa
1997,Greece,7.64,0.782,2.764054992,European Community
1997,Grenada,1.67,,1.292284798,Latin America and Caribbean
1997,Guatemala,0.698,0.523,0.835463943,Latin America and Caribbean
1997,Guinea,0.17,0.302,0.412310563,Sub-Saharan Africa
1997,Guinea-Bissau,0.171,,0.413521463,Sub-Saharan Africa
1997,Guyana,2.09,0.597,1.445683229,Latin America and Caribbean
1997,Haiti,0.169,0.432,0.411096096,Latin America and Caribbean
1997,Honduras,0.69,0.543,0.830662386,Latin America and Caribbean
1997,Hungary,5.91,0.747,2.431049156,European Community
1997,Iceland,7.72,0.833,2.778488798,Western Europe exc EC
1997,India,0.92,0.474,0.959166305,Asia and Oceania
1997,Indonesia,1.37,0.59,1.170469991,Asia and Oceania
1997,Iran,4.29,0.648,2.071231518,Middle East and N Africa
1997,Iraq,3.18,0.582,1.78325545,Middle East and N Africa
1997,Ireland,9.81,0.809,3.132091953,European Community
1997,Israel,9.92,0.831,3.14960315,Middle East and N Africa
1997,Italy,7.53,0.812,2.744084547,European Community
1997,Jamaica,3.92,0.677,1.979898987,Latin America and Caribbean
1997,Japan,9.46,0.846,3.0757113,Asia and Oceania
1997,Jordan,2.98,0.693,1.72626765,Middle East and N Africa
1997,Kazakhstan,8.31,0.67,2.882707061,Eastern Europe
1997,Kenya,0.285,0.452,0.533853913,Sub-Saharan Africa
1997,Kiribati,0.32,,0.565685425,Asia and Oceania
1997,Kuwait,32,0.775,5.656854249,Middle East and N Africa
1997,Kyrgyz Republic,1.19,0.576,1.090871211,Eastern Europe
1997,Lao,0.12,0.445,0.346410162,Asia and Oceania
1997,Latvia,3.45,0.693,1.857417562,European Community
1997,Lebanon,5.06,,2.249444376,Middle East and N Africa
1997,Lesotho,0.978,0.468,0.988938825,Sub-Saharan Africa
1997,Liberia,0.148,,0.384707681,Sub-Saharan Africa
1997,Libya,8.79,0.72,2.964793416,Middle East and N Africa
1997,Liechtenstein,,,0,Western Europe exc EC
1997,Lithuania,4.28,0.724,2.068816087,European Community
1997,Luxembourg,18.9,0.826,4.347413024,European Community
1997,"Macedonia, FYR",5.32,,2.306512519,Eastern Europe
1997,Madagascar,0.115,,0.339116499,Sub-Saharan Africa
1997,Malawi,0.0929,0.388,0.304795013,Sub-Saharan Africa
1997,Malaysia,5.79,0.706,2.406241883,Asia and Oceania
1997,Maldives,1.25,0.547,1.118033989,Asia and Oceania
1997,Mali,0.0519,0.271,0.227815715,Sub-Saharan Africa
1997,Malta,6.51,0.767,2.551470164,European Community
1997,Mauritania,0.453,0.429,0.673052747,Sub-Saharan Africa
1997,Mauritius,1.73,0.656,1.315294644,Sub-Saharan Africa
1997,Mexico,3.8,0.683,1.949358869,North America
1997,"Micronesia, Fed. Sts.",1.01,,1.004987562,Asia and Oceania
1997,Moldova,1.66,0.593,1.288409873,Eastern Europe
1997,Mongolia,3.3,0.567,1.816590212,Asia and Oceania
1997,Montenegro,3.49,,1.868154169,Eastern Europe
1997,Morocco,1.15,0.503,1.072380529,Middle East and N Africa
1997,Mozambique,0.0674,0.267,0.2596151,Sub-Saharan Africa
1997,Myanmar,0.169,0.405,0.411096096,Asia and Oceania
1997,Namibia,1.02,0.574,1.009950494,Sub-Saharan Africa
1997,Nepal,0.124,0.426,0.352136337,Asia and Oceania
1997,Netherlands,11.4,0.867,3.376388603,European Community
1997,New Zealand,8.27,0.86,2.875760769,Asia and Oceania
1997,Nicaragua,0.657,0.543,0.810555365,Latin America and Caribbean
1997,Niger,0.0893,0.24,0.298831056,Sub-Saharan Africa
1997,Nigeria,0.373,,0.610737259,Sub-Saharan Africa
1997,Norway,8.17,0.895,2.858321186,Western Europe exc EC
1997,Oman,6.88,,2.62297541,Middle East and N Africa
1997,Pakistan,0.734,0.437,0.856738,Asia and Oceania
1997,Palau,13.2,,3.633180425,Asia and Oceania
1997,Palestine,0.301,,0.548634669,Asia and Oceania
1997,Panama,1.98,0.702,1.407124728,Latin America and Caribbean
1997,Papua New Guinea,0.5,0.409,0.707106781,Asia and Oceania
1997,Paraguay,0.842,0.618,0.91760558,Latin America and Caribbean
1997,Peru,1.11,0.654,1.053565375,Latin America and Caribbean
1997,Philippines,0.974,0.609,0.986914383,Asia and Oceania
1997,Poland,9.07,0.759,3.011644069,European Community
1997,Portugal,5.19,0.772,2.27815715,European Community
1997,Qatar,70.1,0.8,8.372574276,Middle East and N Africa
1997,Romania,4.98,0.695,2.23159136,European Community
1997,Russia,10.3,0.704,3.209361307,Eastern Europe
1997,Rwanda,0.0765,0.285,0.276586334,Sub-Saharan Africa
1997,Samoa,0.745,0.629,0.863133825,Asia and Oceania
1997,Sao Tome and Principe,0.364,0.479,0.603324125,Western Europe exc EC
1997,Saudi Arabia,11.1,0.731,3.33166625,Middle East and N Africa
1997,Senegal,0.355,0.372,0.595818764,Sub-Saharan Africa
1997,Serbia,5,0.703,2.236067977,Eastern Europe
1997,Seychelles,4.35,,2.085665361,Sub-Saharan Africa
1997,Sierra Leone,0.103,0.279,0.320936131,Sub-Saharan Africa
1997,Singapore,16,0.795,4,Asia and Oceania
1997,Slovak Republic,7.61,0.756,2.758622845,Eastern Europe
1997,Slovenia,7.98,0.796,2.824889378,European Community
1997,Solomon Islands,0.376,,0.613188389,Asia and Oceania
1997,South Africa,8.84,0.647,2.973213749,Sub-Saharan Africa
1997,South Korea,9.31,0.802,3.05122926,Asia and Oceania
1997,South Sudan,,,0,Middle East and N Africa
1997,Spain,6.28,0.81,2.505992817,European Community
1997,Sri Lanka,0.412,0.662,0.641872261,Asia and Oceania
1997,St. Kitts and Nevis,3.26,,1.805547009,Latin America and Caribbean
1997,St. Lucia,2.04,,1.428285686,Latin America and Caribbean
1997,St. Vincent and the Grenadines,1.22,,1.104536102,Latin America and Caribbean
1997,Sudan,0.213,0.382,0.46151923,Middle East and N Africa
1997,Suriname,4.62,,2.149418526,Latin America and Caribbean
1997,Swaziland,1.2,0.533,1.095445115,Sub-Saharan Africa
1997,Sweden,5.88,0.862,2.424871131,European Community
1997,Switzerland,5.85,0.863,2.418677324,Western Europe exc EC
1997,Syria,2.7,0.586,1.643167673,Middle East and N Africa
1997,Tajikistan,0.363,0.526,0.602494813,Eastern Europe
1997,Tanzania,0.0911,0.371,0.301827765,Sub-Saharan Africa
1997,Thailand,3.05,0.625,1.74642492,Asia and Oceania
1997,Timor-Leste,,,0,Asia and Oceania
1997,Togo,0.218,0.424,0.466904701,Sub-Saharan Africa
1997,Tonga,1.02,0.672,1.009950494,Asia and Oceania
1997,Trinidad and Tobago,14.6,0.696,3.820994635,Latin America and Caribbean
1997,Tunisia,1.81,0.624,1.345362405,European Community
1997,Turkey,3.29,0.621,1.813835715,Western Europe exc EC
1997,Turkmenistan,7.03,,2.651414717,Eastern Europe
1997,Uganda,0.0507,0.351,0.225166605,Sub-Saharan Africa
1997,Ukraine,6.8,0.663,2.607680962,Eastern Europe
1997,United Arab Emirates,15.4,0.778,3.924283374,Middle East and N Africa
1997,United Kingdom,9.04,0.849,3.006659276,European Community
1997,United States,19.7,0.881,4.438468204,North America
1997,Uruguay,1.7,0.727,1.303840481,Latin America and Caribbean
1997,Uzbekistan,4.52,,2.126029163,Eastern Europe
1997,Vanuatu,0.482,,0.694262198,Asia and Oceania
1997,Venezuela,5.8,0.664,2.408318916,Latin America and Caribbean
1997,Vietnam,0.582,0.542,0.762889245,Asia and Oceania
1997,Yemen,0.814,0.428,0.902219485,Middle East and N Africa
1997,Zambia,0.247,0.411,0.496990946,Sub-Saharan Africa
1997,Zimbabwe,1.23,0.451,1.109053651,Sub-Saharan Africa
1998,Afghanistan,0.0552,0.335,0.234946802,Asia and Oceania
1998,Albania,0.565,0.646,0.751664819,Eastern Europe
1998,Algeria,3.53,0.627,1.878829423,Middle East and N Africa
1998,Andorra,7.66,,2.767670501,Western Europe exc EC
1998,Angola,0.471,,0.686294397,Sub-Saharan Africa
1998,Antigua and Barbuda,4,,2,Asia and Oceania
1998,Argentina,3.86,0.753,1.96468827,Latin America and Caribbean
1998,Armenia,1.08,0.632,1.039230485,Eastern Europe
1998,Australia,17,0.894,4.123105626,Asia and Oceania
1998,Austria,7.92,0.833,2.814249456,European Community
1998,Azerbaijan,3.96,0.626,1.989974874,Eastern Europe
1998,Bahamas,5.79,,2.406241883,Latin America and Caribbean
1998,Bahrain,30,0.783,5.477225575,Middle East and N Africa
1998,Bangladesh,0.19,0.45,0.435889894,Asia and Oceania
1998,Barbados,4.26,0.734,2.063976744,Latin America and Caribbean
1998,Belarus,5.79,0.67,2.406241883,Eastern Europe
1998,Belgium,11.6,0.865,3.405877273,European Community
1998,Belize,1.61,0.661,1.268857754,Latin America and Caribbean
1998,Benin,0.188,0.384,0.433589668,Sub-Saharan Africa
1998,Bhutan,0.703,,0.838450953,Asia and Oceania
1998,Bolivia,1.37,0.591,1.170469991,Latin America and Caribbean
1998,Bosnia and Herzegovina,2.82,,1.679285562,Eastern Europe
1998,Botswana,2,0.564,1.414213562,Sub-Saharan Africa
1998,Brazil,1.84,0.671,1.356465997,Latin America and Caribbean
1998,Brunei,16.5,0.812,4.062019202,Asia and Oceania
1998,Bulgaria,6.02,0.709,2.453568829,European Community
1998,Burkina Faso,0.0786,,0.280356915,Sub-Saharan Africa
1998,Burundi,0.0403,0.268,0.200748599,Sub-Saharan Africa
1998,Cambodia,0.168,0.396,0.409878031,Asia and Oceania
1998,Cameroon,0.221,0.438,0.470106371,Sub-Saharan Africa
1998,Canada,16.8,0.861,4.098780306,North America
1998,Cape Verde,0.378,,0.614817046,Sub-Saharan Africa
1998,Central African Republic,0.0693,0.309,0.263248932,Sub-Saharan Africa
1998,Chad,0.0194,,0.139283883,Sub-Saharan Africa
1998,Chile,3.87,0.748,1.967231557,Latin America and Caribbean
1998,China,2.62,0.574,1.618641406,Asia and Oceania
1998,Colombia,1.68,0.65,1.29614814,Latin America and Caribbean
1998,Comoros,0.171,,0.413521463,Asia and Oceania
1998,"Congo, Dem. Rep.",0.0372,0.334,0.192873015,Sub-Saharan Africa
1998,"Congo, Rep.",0.255,0.495,0.504975247,Sub-Saharan Africa
1998,Costa Rica,1.41,0.699,1.187434209,Latin America and Caribbean
1998,Cote d'Ivoire,0.435,0.39,0.659545298,Sub-Saharan Africa
1998,Croatia,4.49,0.73,2.11896201,European Community
1998,Cuba,2.21,0.672,1.486606875,Latin America and Caribbean
1998,Cyprus,7.05,0.798,2.655183609,European Community
1998,Czech Republic,11.9,0.802,3.449637662,European Community
1998,Denmark,11.2,0.848,3.346640106,European Community
1998,Djibouti,0.463,0.358,0.680441033,Sub-Saharan Africa
1998,Dominica,1.1,,1.048808848,Latin America and Caribbean
1998,Dominican Republic,2.22,0.645,1.489966443,Latin America and Caribbean
1998,Ecuador,1.85,0.671,1.360147051,Latin America and Caribbean
1998,Egypt,1.81,0.593,1.345362405,Middle East and N Africa
1998,El Salvador,1.01,0.604,1.004987562,Latin America and Caribbean
1998,Equatorial Guinea,0.291,,0.539444158,Sub-Saharan Africa
1998,Eritrea,0.183,,0.427784993,Sub-Saharan Africa
1998,Estonia,11.6,0.758,3.405877273,European Community
1998,Ethiopia,0.0513,,0.226495033,Sub-Saharan Africa
1998,Fiji,0.962,0.675,0.980815987,Asia and Oceania
1998,Finland,11,0.839,3.31662479,European Community
1998,France,6.39,0.839,2.527844932,European Community
1998,Gabon,4.25,0.641,2.061552813,Sub-Saharan Africa
1998,Gambia,0.183,0.369,0.427784993,Sub-Saharan Africa
1998,Georgia,1.03,,1.014889157,Eastern Europe
1998,Germany,10.5,0.85,3.240370349,European Community
1998,Ghana,0.355,0.477,0.595818764,Sub-Saharan Africa
1998,Greece,7.96,0.792,2.821347196,European Community
1998,Grenada,1.74,,1.319090596,Latin America and Caribbean
1998,Guatemala,0.786,0.531,0.88656641,Latin America and Caribbean
1998,Guinea,0.177,0.309,0.420713679,Sub-Saharan Africa
1998,Guinea-Bissau,0.144,,0.379473319,Sub-Saharan Africa
1998,Guyana,2.19,0.599,1.479864859,Latin America and Caribbean
1998,Haiti,0.149,0.435,0.386005181,Latin America and Caribbean
1998,Honduras,0.751,0.548,0.866602562,Latin America and Caribbean
1998,Hungary,5.76,0.754,2.4,European Community
1998,Iceland,7.63,0.843,2.762245463,Western Europe exc EC
1998,India,0.921,0.481,0.959687449,Asia and Oceania
1998,Indonesia,1.04,0.59,1.019803903,Asia and Oceania
1998,Iran,4.83,0.654,2.197726098,Middle East and N Africa
1998,Iraq,3.26,0.596,1.805547009,Middle East and N Africa
1998,Ireland,10.3,0.84,3.209361307,European Community
1998,Israel,9.9,0.839,3.146426545,Middle East and N Africa
1998,Italy,7.7,0.818,2.774887385,European Community
1998,Jamaica,3.72,0.678,1.928730152,Latin America and Caribbean
1998,Japan,9.11,0.848,3.018277655,Asia and Oceania
1998,Jordan,2.95,0.697,1.717556404,Middle East and N Africa
1998,Kazakhstan,8.29,0.672,2.87923601,Eastern Europe
1998,Kenya,0.337,0.45,0.580517011,Sub-Saharan Africa
1998,Kiribati,0.36,,0.6,Asia and Oceania
1998,Kuwait,28.2,0.78,5.310367219,Middle East and N Africa
1998,Kyrgyz Republic,1.24,0.58,1.113552873,Eastern Europe
1998,Lao,0.133,0.452,0.364691651,Asia and Oceania
1998,Latvia,3.32,0.705,1.822086716,European Community
1998,Lebanon,5.35,,2.313006701,Middle East and N Africa
1998,Lesotho,0.985,0.454,0.992471662,Sub-Saharan Africa
1998,Liberia,0.147,,0.38340579,Sub-Saharan Africa
1998,Libya,8.75,0.723,2.958039892,Middle East and N Africa
